Croco diel,Identified Proteins (1170),Accession Number,Molecular Weight,Protein Grouping Ambiguity,151222_WH8501diel_T1_2ug,151222_WH8501diel_T2_2ug,151222_WH8501diel_T3_2ug,151222_WH8501diel_T4_2ug,151222_WH8501diel_T5_2ug,151222_WH8501diel_T6_2ug,151222_WH8501diel_T7_2ug,151222_WH8501diel_T8_2ug,151222_WH8501diel_T9_2ug,151222_WH8501diel_T10_2ug,151222_WH8501diel_T11_2ug,151222_WH8501diel_T12_2ug,151222_WH8501diel_T13_2ug,151222_WH8501diel_T14_2ug,151222_WH8501diel_T15_2ug,151222_WH8501diel_T16_2ug
824,ZP_00517185 CwatDRAFT_2606 similar to Uncharacterized conserved protein [Crocosphaera watsonii WH 8501],638432476,18 kDa,,6.749,4.7348,6.0087,5.056,4.7335,3.5951,4.6681,3.7139,0,4.4093,0.88577,0,2.2827,4.1888,2.8564,3.0024
825,ZP_00514278 CwatDRAFT_5279 Membrane protein of uknown function UCP014873 [Crocosphaera watsonii WH 8501],638429537,18 kDa,,7.7132,7.5756,5.0073,4.0448,14.2,9.8866,7.469,4.6424,4.3641,17.637,12.401,22.105,17.121,13.614,19.043,17.014
826,ZP_00518364 CwatDRAFT_1209 Mannose-1-phosphate guanylyltransferase (GDP) [Crocosphaera watsonii WH 8501],638433650,40 kDa,,7.7132,2.8409,3.0044,2.0224,0.94669,2.6963,2.8009,1.857,2.1821,0,0.88577,1.3003,1.1414,6.2832,4.7607,1.0008
827,ZP_00515306 CwatDRAFT_4777 Flavoprotein monooxygenase [Crocosphaera watsonii WH 8501],638430647,45 kDa,,1.9283,2.8409,2.0029,2.0224,3.7868,4.4939,9.3363,2.7855,4.3641,4.4093,7.0862,0,4.5655,6.2832,0,3.0024
828,ZP_00514781 CwatDRAFT_5686 probable monooxygenase [Crocosphaera watsonii WH 8501],638430043,42 kDa,,1.9283,0,2.0029,3.0336,0,0.89878,0.93363,0.92849,0,1.1023,2.6573,1.3003,6.8482,3.1416,2.8564,6.0048
829,ZP_00516036 CwatDRAFT_3943 Retinal pigment epithelial membrane protein [Crocosphaera watsonii WH 8501],638431306,57 kDa,,0,0,24.035,22.246,4.7335,0,0,0,0,0,0,0,0,0,0,0
830,ZP_00515125 CwatDRAFT_5093 Gamma-glutamyl phosphate reductase GPR [Crocosphaera watsonii WH 8501],638430390,47 kDa,,7.7132,6.6287,3.0044,10.112,4.7335,5.3927,7.469,5.5709,3.2731,2.2046,4.4289,2.6006,6.8482,7.3304,5.7128,7.0056
831,ZP_00518577 CwatDRAFT_0845 hypothetical protein [Crocosphaera watsonii WH 8501],638433865,13 kDa,,11.57,8.5226,11.016,16.179,4.7335,5.3927,11.204,8.3564,1.091,7.7162,6.2004,9.1022,5.7069,7.3304,3.8085,6.0048
832,"ZP_00515242 CwatDRAFT_4703 Acetolactate synthase, small subunit [Crocosphaera watsonii WH 8501]",638430535,19 kDa,,3.8566,0,0,0,0,0,2.8009,0.92849,0,9.9209,7.9719,0,0,0,0,0
833,"ZP_00517993 CwatDRAFT_2148 regulatory protein, LuxR:Response regulator receiver [Crocosphaera watsonii WH 8501]",638433280,26 kDa,,9.6415,7.5756,0,2.0224,0,1.7976,3.7345,1.857,1.091,5.5116,8.8577,3.901,6.8482,6.2832,8.5692,7.0056
834,ZP_00513534 CwatDRAFT_6742 Uracil phosphoribosyltransferase [Crocosphaera watsonii WH 8501],638428787,20 kDa,,6.749,6.6287,0,3.0336,4.7335,0.89878,5.6018,5.5709,4.3641,0,1.7715,0,1.1414,0,0,0
835,ZP_00515779 CwatDRAFT_4173 Metallophosphoesterase [Crocosphaera watsonii WH 8501],638431057,40 kDa,,6.749,4.7348,7.0102,5.056,3.7868,5.3927,3.7345,1.857,2.1821,2.2046,8.8577,1.3003,1.1414,3.1416,4.7607,2.0016
836,"ZP_00513734 CwatDRAFT_6124 Acetyl-CoA carboxylase carboxyl transferase, beta subunit [Crocosphaera watsonii WH 8501]",638428989,36 kDa,,3.8566,2.8409,1.0015,1.0112,0.94669,0.89878,1.8673,2.7855,2.1821,3.307,12.401,1.3003,4.5655,4.1888,3.8085,3.0024
837,ZP_00517032 CwatDRAFT_2398 Translation initiation factor IF-1 [Crocosphaera watsonii WH 8501],638432311,9 kDa,,0.96415,0.94696,0,0,0.94669,0,0,3.7139,0,1.1023,0,0,0,1.0472,0,2.0016
838,ZP_00514868 CwatDRAFT_5617 2-isopropylmalate synthase/homocitrate synthase [Crocosphaera watsonii WH 8501],638430130,60 kDa,,5.7849,1.8939,3.0044,2.0224,0,1.7976,2.8009,0.92849,3.2731,4.4093,3.5431,0,3.4241,0,0.95213,1.0008
839,ZP_00519344 CwatDRAFT_0087 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638434635,23 kDa,,5.7849,4.7348,3.0044,4.0448,2.8401,2.6963,3.7345,2.7855,4.3641,2.2046,6.2004,3.901,4.5655,7.3304,6.6649,6.0048
840,ZP_00516717 CwatDRAFT_2837 Phycobilisome linker polypeptide:CpcD phycobilisome linker-like [Crocosphaera watsonii WH 8501],638432000,29 kDa,,5.7849,5.6817,5.0073,5.056,5.6801,5.3927,7.469,7.4279,8.7282,4.4093,5.3146,1.3003,6.8482,4.1888,2.8564,7.0056
841,ZP_00514765 CwatDRAFT_5695 Pentapeptide repeat [Crocosphaera watsonii WH 8501],638430027,19 kDa,,4.8207,2.8409,7.0102,3.0336,8.5202,8.9878,6.5354,5.5709,7.6372,7.7162,4.4289,9.1022,6.8482,7.3304,8.5692,9.0072
842,ZP_00518422 CwatDRAFT_0661 HEAT:PBS lyase HEAT-like repeat [Crocosphaera watsonii WH 8501],638433709,53 kDa,,3.8566,0,0,1.0112,0,0,0,0,0,0,4.4289,0,0,2.0944,0,2.0016
843,ZP_00518616 CwatDRAFT_1117 hypothetical protein [Crocosphaera watsonii WH 8501],638433906,21 kDa,,29.889,26.515,15.022,4.0448,0.94669,0,0,0.92849,4.3641,2.2046,0,0,0,0,1.9043,1.0008
844,ZP_00515359 CwatDRAFT_4831 probable methyltransferase [Crocosphaera watsonii WH 8501],638430554,27 kDa,,2.8924,0.94696,1.0015,2.0224,0.94669,3.5951,3.7345,1.857,2.1821,1.1023,2.6573,0,2.2827,5.236,4.7607,3.0024
845,"ZP_00516061 CwatDRAFT_3972 Glycosyl transferase, family 19 [Crocosphaera watsonii WH 8501]",638431300,44 kDa,,18.319,13.257,6.0087,6.0672,3.7868,5.3927,3.7345,0.92849,0,0,1.7715,0,4.5655,8.3776,9.5213,9.0072
846,ZP_00515036 CwatDRAFT_5142 Peptide methionine sulfoxide reductase [Crocosphaera watsonii WH 8501],638430301,23 kDa,,10.606,8.5226,5.0073,1.0112,1.8934,0,0,0.92849,2.1821,4.4093,1.7715,1.3003,4.5655,7.3304,1.9043,2.0016
847,ZP_00514066 CwatDRAFT_6471 NAD+ synthase [Crocosphaera watsonii WH 8501],638429323,62 kDa,,0.96415,2.8409,2.0029,3.0336,6.6268,7.1902,10.27,10.213,8.7282,0,9.7435,1.3003,1.1414,1.0472,1.9043,2.0016
848,ZP_00514132 CwatDRAFT_6359 Amino acid adenylation [Crocosphaera watsonii WH 8501],638429390,126 kDa,,2.8924,4.7348,2.0029,0,0,0,0.93363,0.92849,0,0,0,0,0,2.0944,0,0
849,ZP_00516695 CwatDRAFT_3000 Ferrochelatase [Crocosphaera watsonii WH 8501],638431980,38 kDa,,0,0,6.0087,17.19,12.307,8.089,0,0,0,0,1.7715,1.3003,0,0,0,0
850,ZP_00517905 CwatDRAFT_1761 Phenazine biosynthesis PhzC/PhzF protein [Crocosphaera watsonii WH 8501],638433184,34 kDa,,4.8207,1.8939,0,1.0112,1.8934,1.7976,1.8673,0,1.091,0,0,0,0,5.236,0.95213,1.0008
851,"ZP_00515841 CwatDRAFT_4066 DeoxyUTP pyrophosphatase, subfamily 1 [Crocosphaera watsonii WH 8501]",638431113,17 kDa,,3.8566,4.7348,6.0087,8.0896,5.6801,2.6963,4.6681,8.3564,6.5462,4.4093,2.6573,9.1022,9.131,7.3304,8.5692,7.0056
852,ZP_00515096 CwatDRAFT_5107 DegT/DnrJ/EryC1/StrS aminotransferase [Crocosphaera watsonii WH 8501],638430361,42 kDa,,1.9283,2.8409,4.0058,5.056,0,2.6963,1.8673,0.92849,1.091,1.1023,0,1.3003,1.1414,4.1888,0.95213,1.0008
853,ZP_00516380 CwatDRAFT_3593 Exoribonuclease II [Crocosphaera watsonii WH 8501],638431623,71 kDa,1,0.96415,1.8939,2.0029,0,0,0,0.93363,0.92849,0,1.1023,2.6573,0,0,0,0,0
854,"ZP_00514837 CwatDRAFT_5606 Response regulator receiver:CheW-like protein:ATP-binding region, ATPase-like:Hpt [Crocosphaera watsonii WH 8501]",638430099-DECOY,?,,0,1.8939,0,0,0,0.89878,0,0.92849,0,0,0,0,2.2827,0,0.95213,0
855,"ZP_00515244 CwatDRAFT_4705 Peptidase M50, putative membrane-associated zinc metallopeptidase [Crocosphaera watsonii WH 8501]",638430537,39 kDa,,10.606,6.6287,8.0116,9.1008,11.36,8.9878,6.5354,5.5709,7.6372,3.307,7.0862,1.3003,4.5655,2.0944,3.8085,3.0024
856,ZP_00515051 CwatDRAFT_4968 LytB protein [Crocosphaera watsonii WH 8501],638430316,46 kDa,,2.8924,0,0,0,0,0,0,0,0,0,0.88577,0,2.2827,0,0,0
857,"ZP_00513565 CwatDRAFT_6728 UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase, LpxD [Crocosphaera watsonii WH 8501]",638428819,37 kDa,,5.7849,4.7348,4.0058,6.0672,2.8401,7.1902,2.8009,1.857,3.2731,4.4093,5.3146,3.901,4.5655,4.1888,1.9043,4.0032
858,ZP_00515054 CwatDRAFT_5134 Twin-arginine translocation pathway signal [Crocosphaera watsonii WH 8501],638430319,44 kDa,,3.8566,7.5756,3.0044,3.0336,2.8401,6.2914,3.7345,2.7855,2.1821,4.4093,1.7715,0,4.5655,2.0944,3.8085,2.0016
859,ZP_00514153 CwatDRAFT_6426 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429411,47 kDa,,2.8924,1.8939,1.0015,2.0224,0.94669,0.89878,1.8673,0,1.091,0,0,0,0,1.0472,0,0
860,"ZP_00516752 CwatDRAFT_3317 Glycosyl transferase, group 1 [Crocosphaera watsonii WH 8501]",638432033,46 kDa,,1.9283,3.7878,3.0044,1.0112,0.94669,0.89878,0,0.92849,1.091,3.307,1.7715,0,0,0,0.95213,1.0008
861,"ZP_00514523 CwatDRAFT_5439 regulatory protein, LuxR:Response regulator receiver [Crocosphaera watsonii WH 8501]",638429783,27 kDa,,0,0,0,2.0224,0,0,0,0,0,0,0,0,0,0,0,0
862,ZP_00513674 CwatDRAFT_6674 FAD dependent oxidoreductase:Thiazole biosynthesis [Crocosphaera watsonii WH 8501],638428929,71 kDa,,0,0,0,0,0,0,0,0,1.091,0,2.6573,0,0,1.0472,0,0
863,ZP_00518993 CwatDRAFT_0626 Photosystem II 12 kDa extrinsic [Crocosphaera watsonii WH 8501],638434283,14 kDa,,21.211,25.568,17.025,4.0448,1.8934,2.6963,0.93363,2.7855,1.091,5.5116,0.88577,3.901,9.131,11.519,13.33,14.011
864,ZP_00516300 CwatDRAFT_3476 Ribose-phosphate pyrophosphokinase [Crocosphaera watsonii WH 8501],638431582,35 kDa,,0.96415,0.94696,2.0029,2.0224,1.8934,0,0,2.7855,2.1821,0,3.5431,0,0,1.0472,0,0
865,ZP_00513613 CwatDRAFT_6707 Indole-3-glycerol-phosphate synthase [Crocosphaera watsonii WH 8501],638428867,33 kDa,,4.8207,2.8409,0,0,1.8934,0.89878,0.93363,0,0,0,6.2004,0,1.1414,8.3776,4.7607,1.0008
866,ZP_00517335 CwatDRAFT_2580 L-aspartate oxidase [Crocosphaera watsonii WH 8501],638432619,62 kDa,,0.96415,0.94696,2.0029,2.0224,2.8401,4.4939,1.8673,0,1.091,0,2.6573,0,1.1414,0,0,1.0008
867,ZP_00514642 CwatDRAFT_5760 Phosphoglycerate/bisphosphoglycerate mutase [Crocosphaera watsonii WH 8501],638429904,25 kDa,,2.8924,0,2.0029,0,0,0,0,0,0,0,0,0,0,0,0,0
868,"ZP_00516277 CwatDRAFT_3615 Glutathione S-transferase, N-terminal [Crocosphaera watsonii WH 8501]",638431544,27 kDa,,3.8566,1.8939,1.0015,1.0112,0,0.89878,1.8673,0,1.091,1.1023,0,1.3003,0,2.0944,2.8564,1.0008
869,ZP_00518536 CwatDRAFT_1501 hypothetical protein [Crocosphaera watsonii WH 8501],638433820,41 kDa,,2.8924,2.8409,3.0044,1.0112,1.8934,0.89878,2.8009,0.92849,2.1821,1.1023,2.6573,3.901,3.4241,5.236,2.8564,2.0016
870,ZP_00517749 CwatDRAFT_1676 hypothetical protein [Crocosphaera watsonii WH 8501],638433031,61 kDa,,1.9283,0.94696,0,0,0,0,0,0,0,0,1.7715,1.3003,1.1414,0,0,0
871,ZP_00514700 CwatDRAFT_5731 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429962,26 kDa,,6.749,7.5756,5.0073,0,0,0,0,0,0,1.1023,0,0,4.5655,8.3776,9.5213,11.009
872,ZP_00519172 CwatDRAFT_0282 Ribosome recycling factor [Crocosphaera watsonii WH 8501],638434461,14 kDa,,3.8566,2.8409,1.0015,2.0224,1.8934,0.89878,0.93363,0,0,3.307,1.7715,0,1.1414,3.1416,0.95213,1.0008
873,ZP_00513667 CwatDRAFT_6678 WGR [Crocosphaera watsonii WH 8501],638428921,53 kDa,,0,0,0,0,0,0.89878,0,0,1.091,0,1.7715,0,0,1.0472,0,1.0008
874,ZP_00517439 CwatDRAFT_2335 FAD dependent oxidoreductase [Crocosphaera watsonii WH 8501],638432731,43 kDa,,4.8207,4.7348,12.017,9.1008,4.7335,3.5951,1.8673,0,0,0,2.6573,6.5016,7.9896,5.236,12.378,13.01
875,ZP_00516536 CwatDRAFT_3413 similar to Uncharacterized protein conserved in bacteria with a cystatin-like fold [Crocosphaera watsonii WH 8501],638431805,23 kDa,,0,0,1.0015,14.157,18.934,24.267,18.673,13.927,7.6372,11.023,0.88577,7.8019,0,0,0,0
876,ZP_00514782 CwatDRAFT_5580 Cobalamin synthesis protein/P47K:Cobalamin synthesis protein/P47K [Crocosphaera watsonii WH 8501],638430044,40 kDa,1,8.6773,6.6287,5.0073,6.0672,10.414,7.1902,6.5354,4.6424,4.3641,6.6139,11.515,11.703,4.5655,11.519,13.33,13.01
877,"ZP_00518291 CwatDRAFT_1571 Response regulator receiver:Transcriptional regulatory protein, C-terminal [Crocosphaera watsonii WH 8501]",638433572,29 kDa,,6.749,4.7348,4.0058,14.157,8.5202,13.482,10.27,2.7855,0,0,0,0,0,0,0,1.0008
878,ZP_00513614 CwatDRAFT_6053 Plasmid stabilization system [Crocosphaera watsonii WH 8501],638428868,11 kDa,,12.534,12.31,13.019,10.112,5.6801,6.2914,8.4026,11.142,3.2731,6.6139,7.0862,0,3.4241,2.0944,3.8085,3.0024
879,ZP_00518730 CwatDRAFT_0728 Protein of unknown function UPF0227 [Crocosphaera watsonii WH 8501],638434016,27 kDa,,4.8207,7.5756,4.0058,6.0672,0,2.6963,3.7345,2.7855,3.2731,1.1023,3.5431,1.3003,2.2827,6.2832,6.6649,2.0016
880,ZP_00514089 CwatDRAFT_6454 DNA mismatch repair protein [Crocosphaera watsonii WH 8501],638429346,63 kDa,,0,0,1.0015,0,0,0.89878,1.8673,0,1.091,0,0,0,0,0,0,0
881,ZP_00517872 CwatDRAFT_1913 hypothetical protein [Crocosphaera watsonii WH 8501],638433160,17 kDa,,6.749,7.5756,7.0102,5.056,6.6268,6.2914,6.5354,5.5709,5.4551,5.5116,7.9719,6.5016,6.8482,6.2832,6.6649,10.008
882,ZP_00515689 CwatDRAFT_4362 Isopentenyl-diphosphate delta-isomerase [Crocosphaera watsonii WH 8501],638430957,38 kDa,,1.9283,0,1.0015,0,0,0,0,0,0,0,0.88577,0,2.2827,3.1416,1.9043,3.0024
883,ZP_00516591 CwatDRAFT_3505 HEAT:PBS lyase HEAT-like repeat [Crocosphaera watsonii WH 8501],638431875,24 kDa,,8.6773,6.6287,5.0073,8.0896,0.94669,3.5951,1.8673,3.7139,1.091,2.2046,0.88577,1.3003,0,4.1888,3.8085,2.0016
884,ZP_00516395 CwatDRAFT_3827 Nitrogen fixation protein NifW [Crocosphaera watsonii WH 8501],638431678,13 kDa,,0,0,0,6.0672,10.414,13.482,17.739,13.927,9.8193,17.637,10.629,11.703,3.4241,4.1888,0,0
885,"ZP_00517618 CwatDRAFT_2097 H+-transporting two-sector ATPase, delta/epsilon subunit [Crocosphaera watsonii WH 8501]",638432894,14 kDa,,5.7849,4.7348,3.0044,6.0672,3.7868,5.3927,6.5354,4.6424,3.2731,3.307,2.6573,5.2013,2.2827,6.2832,4.7607,6.0048
886,ZP_00515332 CwatDRAFT_4803 Ribulose-phosphate 3-epimerase [Crocosphaera watsonii WH 8501],638430600,25 kDa,,18.319,8.5226,3.0044,0,0,0.89878,0,0,0,4.4093,3.5431,2.6006,7.9896,9.4248,17.138,7.0056
887,ZP_00517716 CwatDRAFT_1840 Alanine dehydrogenase and pyridine nucleotide transhydrogenase [Crocosphaera watsonii WH 8501],638433000,38 kDa,,11.57,7.5756,4.0058,10.112,8.5202,6.2914,6.5354,6.4994,5.4551,5.5116,4.4289,2.6006,3.4241,2.0944,0.95213,3.0024
888,"ZP_00517227 CwatDRAFT_2702 Glycogen debranching enzyme, archaeal type [Crocosphaera watsonii WH 8501]",638432506,75 kDa,,0,0,0,1.0112,0,0.89878,0,0,1.091,0,1.7715,0,0,0,0,0
889,ZP_00514382 CwatDRAFT_5348 Aldo/keto reductase [Crocosphaera watsonii WH 8501],638429642,34 kDa,,4.8207,1.8939,1.0015,0,1.8934,0.89878,1.8673,0,0,0,0.88577,0,0,3.1416,0,0
890,ZP_00516183 CwatDRAFT_3627 Forkhead-associated [Crocosphaera watsonii WH 8501],638431456,18 kDa,,0.96415,2.8409,2.0029,2.0224,0.94669,3.5951,0.93363,0.92849,0,1.1023,0.88577,1.3003,3.4241,3.1416,0,0
891,ZP_00514706 CwatDRAFT_5542 hypothetical protein [Crocosphaera watsonii WH 8501],638429968,9 kDa,,4.8207,6.6287,10.015,17.19,15.147,12.583,14.004,13.927,14.183,15.432,12.401,5.2013,3.4241,1.0472,3.8085,7.0056
892,ZP_00514122 CwatDRAFT_6352 Guanylate kinase [Crocosphaera watsonii WH 8501],638429380,21 kDa,,8.6773,8.5226,8.0116,6.0672,6.6268,8.9878,9.3363,11.142,4.3641,4.4093,1.7715,3.901,4.5655,1.0472,6.6649,2.0016
893,ZP_00515822 CwatDRAFT_4219 hypothetical protein [Crocosphaera watsonii WH 8501],638431064,19 kDa,,1.9283,2.8409,3.0044,3.0336,1.8934,1.7976,1.8673,1.857,2.1821,2.2046,1.7715,3.901,3.4241,3.1416,2.8564,2.0016
894,ZP_00515963 CwatDRAFT_4147 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638431231,23 kDa,,9.6415,3.7878,8.0116,7.0784,1.8934,2.6963,3.7345,7.4279,1.091,3.307,3.5431,6.5016,2.2827,4.1888,2.8564,3.0024
895,"ZP_00515891 CwatDRAFT_4120 3(2),5 -bisphosphate nucleotidase HAL2 [Crocosphaera watsonii WH 8501]",638431107,35 kDa,,2.8924,0.94696,2.0029,1.0112,1.8934,1.7976,2.8009,0,1.091,0,8.8577,0,2.2827,7.3304,2.8564,2.0016
896,ZP_00518145 CwatDRAFT_1646 TPR repeat:TPR repeat [Crocosphaera watsonii WH 8501],638433432,20 kDa,,1.9283,5.6817,5.0073,5.056,2.8401,2.6963,4.6681,7.4279,3.2731,2.2046,5.3146,6.5016,3.4241,9.4248,10.473,7.0056
897,ZP_00519345 CwatDRAFT_0088 Isoflavone reductase [Crocosphaera watsonii WH 8501],638434634,37 kDa,,3.8566,0,0,3.0336,0.94669,1.7976,0.93363,0.92849,2.1821,0,0,0,0,2.0944,0.95213,0
898,"ZP_00516740 CwatDRAFT_3303 Photosystem II reaction centre W protein, PsbW [Crocosphaera watsonii WH 8501]",638432019,14 kDa,1,4.8207,5.6817,5.0073,4.0448,1.8934,4.4939,5.6018,2.7855,1.091,3.307,1.7715,6.5016,5.7069,6.2832,4.7607,0
899,ZP_00517613 CwatDRAFT_2091 hypothetical protein [Crocosphaera watsonii WH 8501],638432901,56 kDa,,0.96415,4.7348,0,4.0448,4.7335,2.6963,3.7345,2.7855,5.4551,4.4093,0.88577,0,0,0,0,0
900,ZP_00518881 CwatDRAFT_0636 Transposase IS66 [Crocosphaera watsonii WH 8501],638434171,60 kDa,1,0.96415,2.8409,2.0029,1.0112,0,0,0,0,0,0,0.88577,0,0,0,0,0
901,"ZP_00517465 CwatDRAFT_2005 Response regulator receiver:ATP-binding region, ATPase-like:Histidine kinase A, N-terminal [Crocosphaera watsonii WH 8501]",638432736,43 kDa,,0.96415,1.8939,0,0,0,0,0,0,0,0,1.7715,0,0,0,0,0
902,ZP_00517560 CwatDRAFT_2379 4-diphosphocytidyl-2C-methyl-D-erythritol kinase [Crocosphaera watsonii WH 8501],638432848,37 kDa,,6.749,5.6817,1.0015,2.0224,0,0.89878,3.7345,0,0,0,0.88577,0,1.1414,4.1888,0,0
903,"ZP_00516754 CwatDRAFT_3319 Insulinase-like:Peptidase M16, C-terminal [Crocosphaera watsonii WH 8501]",638432025,49 kDa,,0.96415,0.94696,2.0029,2.0224,0.94669,0.89878,2.8009,0,3.2731,1.1023,4.4289,2.6006,4.5655,1.0472,3.8085,0
904,ZP_00514685 CwatDRAFT_5736 transferase hexapeptide repeat:Nucleotidyl transferase:Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I [Crocosphaera watsonii WH 8501],638429947,93 kDa,,1.9283,1.8939,0,1.0112,0.94669,0,0.93363,0.92849,2.1821,0,2.6573,0,0,0,0,0
905,ZP_00514804 CwatDRAFT_5590 hypothetical protein [Crocosphaera watsonii WH 8501],638430066,8 kDa,,2.8924,2.8409,12.017,6.0672,17.04,15.279,14.938,7.4279,3.2731,4.4093,3.5431,6.5016,5.7069,5.236,12.378,18.014
906,ZP_00514622 CwatDRAFT_5489 MltA:3D [Crocosphaera watsonii WH 8501],638429884,44 kDa,,2.8924,1.8939,4.0058,0,0,0,0,0,1.091,0,0,0,1.1414,0,0,0
907,"ZP_00513937 CwatDRAFT_6239 NADH-ubiquinone/plastoquinone oxidoreductase, chain 6 [Crocosphaera watsonii WH 8501]",638429192,26 kDa,,7.7132,5.6817,6.0087,4.0448,3.7868,3.5951,4.6681,1.857,4.3641,0,2.6573,0,1.1414,0,2.8564,4.0032
908,"ZP_00514187 CwatDRAFT_6389 Cobyrinic acid a,c-diamide synthase [Crocosphaera watsonii WH 8501]",638429445,24 kDa,,1.9283,0.94696,0,0,0,0,0,0,1.091,0,0.88577,0,1.1414,1.0472,0,0
909,ZP_00518756 CwatDRAFT_0818 Protein of unknown function DUF152 [Crocosphaera watsonii WH 8501],638434045,29 kDa,,7.7132,1.8939,2.0029,1.0112,0,4.4939,4.6681,6.4994,0,4.4093,13.287,3.901,5.7069,12.566,11.426,9.0072
910,ZP_00514987 CwatDRAFT_4925 TPR repeat:TPR repeat [Crocosphaera watsonii WH 8501],638430252,27 kDa,,0,0,7.0102,6.0672,3.7868,0,0,0,0,0,0.88577,0,0,0,0,0
911,ZP_00517502 CwatDRAFT_2260 GHMP kinase [Crocosphaera watsonii WH 8501],638432768,36 kDa,,6.749,7.5756,5.0073,6.0672,0.94669,1.7976,4.6681,1.857,3.2731,4.4093,3.5431,0,3.4241,4.1888,1.9043,3.0024
912,"ZP_00513969 CwatDRAFT_6264 GDP-mannose 4,6-dehydratase [Crocosphaera watsonii WH 8501]",638429226,42 kDa,,2.8924,0.94696,0,0,0.94669,4.4939,4.6681,2.7855,1.091,0,1.7715,0,0,0,0.95213,1.0008
913,ZP_00518067 CwatDRAFT_1410 Cell wall hydrolase/autolysin [Crocosphaera watsonii WH 8501],638433354-DECOY,?,,0.96415,0.94696,1.0015,1.0112,0.94669,0.89878,0.93363,0.92849,1.091,2.2046,2.6573,2.6006,2.2827,1.0472,0,0
914,"ZP_00518400 CwatDRAFT_1271 Oxidoreductase, N-terminal [Crocosphaera watsonii WH 8501]",638433690,43 kDa,,3.8566,1.8939,2.0029,4.0448,3.7868,5.3927,6.5354,5.5709,4.3641,2.2046,5.3146,0,4.5655,2.0944,0.95213,1.0008
915,ZP_00517521 CwatDRAFT_2466 hypothetical protein [Crocosphaera watsonii WH 8501],638432809,39 kDa,1,2.8924,0.94696,0,1.0112,0.94669,2.6963,0.93363,1.857,1.091,0,4.4289,0,0,0,0,0
916,ZP_00516694 CwatDRAFT_2998 hypothetical protein [Crocosphaera watsonii WH 8501],638431978,13 kDa,,0,0,0,0,0,0,0,4.6424,5.4551,0,0,1.3003,0,0,0,0
917,ZP_00514242 CwatDRAFT_5961 MotA/TolQ/ExbB proton channel [Crocosphaera watsonii WH 8501],638429500,44 kDa,,16.391,9.4696,5.0073,4.0448,0,0,0,0,0,0,0,0,2.2827,8.3776,9.5213,7.0056
918,ZP_00513838 CwatDRAFT_6189 Threonine synthase [Crocosphaera watsonii WH 8501],638429093,40 kDa,,3.8566,0.94696,0,0,0,2.6963,0.93363,1.857,5.4551,4.4093,13.287,1.3003,1.1414,2.0944,2.8564,1.0008
919,ZP_00514136 CwatDRAFT_6363 Aminotransferase class-III [Crocosphaera watsonii WH 8501],638429394,54 kDa,,3.8566,7.5756,3.0044,4.0448,0.94669,1.7976,5.6018,0.92849,6.5462,2.2046,3.5431,6.5016,1.1414,1.0472,3.8085,1.0008
920,ZP_00517102 CwatDRAFT_2653 similar to Nucleoside-diphosphate-sugar epimerases [Crocosphaera watsonii WH 8501],638432388,23 kDa,,6.749,3.7878,3.0044,3.0336,2.8401,3.5951,2.8009,1.857,3.2731,2.2046,3.5431,3.901,4.5655,7.3304,3.8085,2.0016
921,ZP_00519369 CwatDRAFT_0016 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638434660,28 kDa,,4.8207,2.8409,2.0029,1.0112,0,0,0.93363,0,0,0,0.88577,0,1.1414,0,0,0
922,ZP_00518376 CwatDRAFT_1545 hypothetical protein [Crocosphaera watsonii WH 8501],638433661,49 kDa,,6.749,4.7348,11.016,7.0784,0.94669,0,0,0.92849,0,0,0,1.3003,4.5655,2.0944,0,0
923,ZP_00518649 CwatDRAFT_0883 hypothetical protein [Crocosphaera watsonii WH 8501],638433938,11 kDa,,9.6415,9.4696,8.0116,8.0896,5.6801,4.4939,5.6018,5.5709,6.5462,7.7162,5.3146,9.1022,6.8482,5.236,8.5692,13.01
924,"ZP_00517585 CwatDRAFT_2240 Glycosyl transferase, family 2 [Crocosphaera watsonii WH 8501]",638432851,35 kDa,,2.8924,0.94696,0,0,0,0,0,0,0,0,0.88577,0,1.1414,0,0,0
925,ZP_00513566 CwatDRAFT_6023 Protein of unknown function DUF187 [Crocosphaera watsonii WH 8501],638428820,49 kDa,,2.8924,7.5756,10.015,4.0448,4.7335,2.6963,2.8009,1.857,3.2731,0,0.88577,0,1.1414,1.0472,0.95213,3.0024
926,ZP_00517898 CwatDRAFT_1754 Pentapeptide repeat [Crocosphaera watsonii WH 8501],638433183,19 kDa,,8.6773,5.6817,5.0073,6.0672,3.7868,3.5951,4.6681,4.6424,5.4551,6.6139,3.5431,15.604,9.131,13.614,10.473,4.0032
927,ZP_00517679 CwatDRAFT_1949 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638432953,27 kDa,,1.9283,1.8939,0,0,0,0.89878,0,0,0,0,0,0,0,3.1416,0,0
