GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	Q4C578	CwatDRAFT_4439	located_in	GO:0016021	integral component of membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005496	165597	InterPro		C
UniProtKB	Q4C578	CwatDRAFT_4439	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4C578	CwatDRAFT_4439	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4C582	CwatDRAFT_4320	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4C582	CwatDRAFT_4320	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4C585	CwatDRAFT_4444	enables	GO:0016740	transferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	165597	UniProt		F
UniProtKB	Q4C585	CwatDRAFT_4444	enables	GO:0016779	nucleotidyltransferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0548	165597	UniProt		F
UniProtKB	Q4C585	CwatDRAFT_4444	enables	GO:0003964	RNA-directed DNA polymerase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0695	165597	UniProt		F
UniProtKB	Q4C585	CwatDRAFT_4444	enables	GO:0003964	RNA-directed DNA polymerase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.7.7.49	165597	UniProt		F
UniProtKB	Q4C585	CwatDRAFT_4444	involved_in	GO:0006278	RNA-dependent DNA biosynthetic process	ECO:0000366	IEA	GO_REF:0000108	GO:0003964	165597	GOC		P
UniProtKB	Q4C585	CwatDRAFT_4444	involved_in	GO:0006278	RNA-dependent DNA biosynthetic process	ECO:0000366	IEA	GO_REF:0000108	GO:0003964	165597	GOC		P
UniProtKB	Q4C592	CwatDRAFT_4313	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4C592	CwatDRAFT_4313	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4C595	CwatDRAFT_4312	enables	GO:0016757	glycosyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001296	165597	InterPro		F
UniProtKB	Q4C5A0	CwatDRAFT_4307	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011064|InterPro:IPR011134	165597	InterPro		P
UniProtKB	Q4C5A0	CwatDRAFT_4307	part_of	GO:0030089	phycobilisome	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008213|InterPro:IPR011064|InterPro:IPR011134	165597	InterPro		C
UniProtKB	Q4C5A0	CwatDRAFT_4307	involved_in	GO:0015979	photosynthesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	165597	UniProt		P
UniProtKB	Q4C5A0	CwatDRAFT_4307	located_in	GO:0009579	thylakoid	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0793	165597	UniProt		C
UniProtKB	Q4C5A0	CwatDRAFT_4307	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4C5A0	CwatDRAFT_4307	part_of	GO:0030089	phycobilisome	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0605	165597	UniProt		C
UniProtKB	Q4C5A0	CwatDRAFT_4307	located_in	GO:0031676	plasma membrane-derived thylakoid membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0045	165597	UniProt		C
UniProtKB	Q4C5A0	CwatDRAFT_4307	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0162	165597	UniProt		C
UniProtKB	Q4C5A0	CwatDRAFT_4307	part_of	GO:0030089	phycobilisome	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000415340	165597	UniProt		C
UniProtKB	Q4C5A1	CwatDRAFT_4306	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006245|InterPro:IPR012128	165597	InterPro		P
UniProtKB	Q4C5A1	CwatDRAFT_4306	part_of	GO:0030089	phycobilisome	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006245|InterPro:IPR012128	165597	InterPro		C
UniProtKB	Q4C5A1	CwatDRAFT_4306	involved_in	GO:0018298	protein-chromophore linkage	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0157	165597	UniProt		P
UniProtKB	Q4C5A1	CwatDRAFT_4306	involved_in	GO:0015979	photosynthesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	165597	UniProt		P
UniProtKB	Q4C5A1	CwatDRAFT_4306	located_in	GO:0009579	thylakoid	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0793	165597	UniProt		C
UniProtKB	Q4C5A1	CwatDRAFT_4306	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4C5A1	CwatDRAFT_4306	part_of	GO:0030076	light-harvesting complex	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0042	165597	UniProt		C
UniProtKB	Q4C5A1	CwatDRAFT_4306	part_of	GO:0030089	phycobilisome	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0605	165597	UniProt		C
UniProtKB	Q4C5A1	CwatDRAFT_4306	located_in	GO:0031676	plasma membrane-derived thylakoid membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0045	165597	UniProt		C
UniProtKB	Q4C5A2	CwatDRAFT_4305	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR012128	165597	InterPro		P
UniProtKB	Q4C5A2	CwatDRAFT_4305	part_of	GO:0030089	phycobilisome	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR012128	165597	InterPro		C
UniProtKB	Q4C5A2	CwatDRAFT_4305	involved_in	GO:0018298	protein-chromophore linkage	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0157	165597	UniProt		P
UniProtKB	Q4C5A2	CwatDRAFT_4305	involved_in	GO:0015979	photosynthesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	165597	UniProt		P
UniProtKB	Q4C5A2	CwatDRAFT_4305	located_in	GO:0009579	thylakoid	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0793	165597	UniProt		C
UniProtKB	Q4C5A2	CwatDRAFT_4305	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4C5A2	CwatDRAFT_4305	part_of	GO:0030089	phycobilisome	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0605	165597	UniProt		C
UniProtKB	Q4C5A2	CwatDRAFT_4305	located_in	GO:0031676	plasma membrane-derived thylakoid membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0045	165597	UniProt		C
UniProtKB	Q4C5A4	CwatDRAFT_4304	enables	GO:0046872	metal ion binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002780	165597	InterPro		F
UniProtKB	Q4C5A4	CwatDRAFT_4304	enables	GO:0046872	metal ion binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	165597	UniProt		F
UniProtKB	Q4C5A5	CwatDRAFT_4455	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003714	165597	InterPro		F
UniProtKB	Q4C5A5	CwatDRAFT_4455	enables	GO:0005524	ATP binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0067	165597	UniProt		F
UniProtKB	Q4C5A5	CwatDRAFT_4455	enables	GO:0000166	nucleotide binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0547	165597	UniProt		F
UniProtKB	Q4C5A7	CwatDRAFT_4303	enables	GO:0003676	nucleic acid binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR036397	165597	InterPro		F
UniProtKB	Q4C5A9	CwatDRAFT_4576	involved_in	GO:0006313	transposition, DNA-mediated	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002559	165597	InterPro		P
UniProtKB	Q4C5A9	CwatDRAFT_4576	enables	GO:0004803	transposase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002559	165597	InterPro		F
UniProtKB	Q4C5A9	CwatDRAFT_4576	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002559	165597	InterPro		F
UniProtKB	Q4C5B2	CwatDRAFT_4578	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4C5B2	CwatDRAFT_4578	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4C5B3	CwatDRAFT_4579	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4C5B3	CwatDRAFT_4579	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4C5B4	CwatDRAFT_4580	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005074	165597	InterPro		F
UniProtKB	Q4C5B4	CwatDRAFT_4580	located_in	GO:0016021	integral component of membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005074	165597	InterPro		C
UniProtKB	Q4C5B4	CwatDRAFT_4580	enables	GO:0008233	peptidase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005074	165597	InterPro		F
UniProtKB	Q4C5B4	CwatDRAFT_4580	involved_in	GO:0006508	proteolysis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005074	165597	InterPro		P
UniProtKB	Q4C5B4	CwatDRAFT_4580	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4C5B4	CwatDRAFT_4580	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4C5B8	CwatDRAFT_4568	involved_in	GO:0032196	transposition	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0815	165597	UniProt		P
UniProtKB	Q4C5B8	CwatDRAFT_4568	enables	GO:0003677	DNA binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0238	165597	UniProt		F
UniProtKB	Q4C5B8	CwatDRAFT_4568	involved_in	GO:0006310	DNA recombination	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0233	165597	UniProt		P
UniProtKB	Q4C5C0	CwatDRAFT_4566	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4C5C0	CwatDRAFT_4566	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4C5C1	CwatDRAFT_4565	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4C5C1	CwatDRAFT_4565	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4C5C3	pnp	involved_in	GO:0006402	mRNA catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR012162	165597	InterPro		P
UniProtKB	Q4C5C3	pnp	involved_in	GO:0006396	RNA processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015848	165597	InterPro		P
UniProtKB	Q4C5C3	pnp	enables	GO:0004654	polyribonucleotide nucleotidyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR012162	165597	InterPro		F
UniProtKB	Q4C5C3	pnp	enables	GO:0003676	nucleic acid binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003029|InterPro:IPR004087	165597	InterPro		F
UniProtKB	Q4C5C3	pnp	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004088|InterPro:IPR012162|InterPro:IPR015848|InterPro:IPR036612	165597	InterPro		F
UniProtKB	Q4C5C3	pnp	located_in	GO:0005737	cytoplasm	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	165597	UniProt		C
UniProtKB	Q4C5C3	pnp	enables	GO:0016740	transferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	165597	UniProt		F
UniProtKB	Q4C5C3	pnp	enables	GO:0016779	nucleotidyltransferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0548	165597	UniProt		F
UniProtKB	Q4C5C3	pnp	enables	GO:0003723	RNA binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0694	165597	UniProt		F
UniProtKB	Q4C5C3	pnp	enables	GO:0046872	metal ion binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	165597	UniProt		F
UniProtKB	Q4C5C3	pnp	enables	GO:0004654	polyribonucleotide nucleotidyltransferase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.7.7.8	165597	UniProt		F
UniProtKB	Q4C5C3	pnp	located_in	GO:0005737	cytoplasm	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	165597	UniProt		C
UniProtKB	Q4C5C3	pnp	enables	GO:0004654	polyribonucleotide nucleotidyltransferase activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:22096	165597	RHEA		F
UniProtKB	Q4C5C3	pnp	located_in	GO:0005737	cytoplasm	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001279	165597	UniProt		C
UniProtKB	Q4C5C3	pnp	involved_in	GO:0006402	mRNA catabolic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001279	165597	UniProt		P
UniProtKB	Q4C5C3	pnp	enables	GO:0004654	polyribonucleotide nucleotidyltransferase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001279	165597	UniProt		F
UniProtKB	Q4C5C3	pnp	enables	GO:0000287	magnesium ion binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001279	165597	UniProt		F
UniProtKB	Q4C5C3	pnp	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001279	165597	UniProt		F
UniProtKB	Q4C5C4	CwatDRAFT_4581	enables	GO:0016491	oxidoreductase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR023753	165597	InterPro		F
UniProtKB	Q4C5C4	CwatDRAFT_4581	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4C5C4	CwatDRAFT_4581	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4C5D4	CwatDRAFT_4555	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010982	165597	InterPro		F
UniProtKB	Q4C5D5	CwatDRAFT_4554	enables	GO:0016788	hydrolase activity, acting on ester bonds	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018669	165597	InterPro		F
UniProtKB	Q4C5D6	CwatDRAFT_4553	enables	GO:0004540	ribonuclease activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001900	165597	InterPro		F
UniProtKB	Q4C5D6	CwatDRAFT_4553	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001900	165597	InterPro		F
UniProtKB	Q4C5D6	CwatDRAFT_4553	enables	GO:0016787	hydrolase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0378	165597	UniProt		F
UniProtKB	Q4C5D6	CwatDRAFT_4553	enables	GO:0008859	exoribonuclease II activity	ECO:0000501	IEA	GO_REF:0000003	EC:3.1.13.1	165597	UniProt		F
UniProtKB	Q4C5D6	CwatDRAFT_4553	involved_in	GO:0090503	RNA phosphodiester bond hydrolysis, exonucleolytic	ECO:0000366	IEA	GO_REF:0000108	GO:0008859	165597	GOC		P
UniProtKB	Q4C5D6	CwatDRAFT_4553	involved_in	GO:0090501	RNA phosphodiester bond hydrolysis	ECO:0000366	IEA	GO_REF:0000108	GO:0004540	165597	GOC		P
UniProtKB	Q4C5E1	CwatDRAFT_4549	enables	GO:0008168	methyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002052|InterPro:IPR007848	165597	InterPro		F
UniProtKB	Q4C5E1	CwatDRAFT_4549	involved_in	GO:0032259	methylation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002052	165597	InterPro		P
UniProtKB	Q4C5E1	CwatDRAFT_4549	enables	GO:0003676	nucleic acid binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002052	165597	InterPro		F
UniProtKB	Q4C5E1	CwatDRAFT_4549	enables	GO:0008170	N-methyltransferase activity	ECO:0000501	IEA	GO_REF:0000117	ARBA:ARBA00027062	165597	UniProt		F
UniProtKB	Q4C5E1	CwatDRAFT_4549	enables	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	ECO:0000501	IEA	GO_REF:0000117	ARBA:ARBA00024445	165597	UniProt		F
UniProtKB	Q4C5E1	CwatDRAFT_4549	involved_in	GO:0043414	macromolecule methylation	ECO:0000501	IEA	GO_REF:0000117	ARBA:ARBA00026446	165597	UniProt		P
UniProtKB	Q4C5E5	CwatDRAFT_4590	enables	GO:0031177	phosphopantetheine binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020806	165597	InterPro		F
UniProtKB	Q4C5E5	CwatDRAFT_4590	enables	GO:0003824	catalytic activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001242	165597	InterPro		F
UniProtKB	Q4C5E5	CwatDRAFT_4590	involved_in	GO:0009987	cellular process	ECO:0000501	IEA	GO_REF:0000117	ARBA:ARBA00024875	165597	UniProt		P
UniProtKB	Q4C5E5	CwatDRAFT_4590	involved_in	GO:1901576	organic substance biosynthetic process	ECO:0000501	IEA	GO_REF:0000117	ARBA:ARBA00024402	165597	UniProt		P
UniProtKB	Q4C5E6	CwatDRAFT_4591	enables	GO:0005506	iron ion binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006694	165597	InterPro		F
UniProtKB	Q4C5E6	CwatDRAFT_4591	involved_in	GO:0008610	lipid biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006694	165597	InterPro		P
UniProtKB	Q4C5E6	CwatDRAFT_4591	enables	GO:0016491	oxidoreductase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006694	165597	InterPro		F
UniProtKB	Q4C5E6	CwatDRAFT_4591	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4C5E6	CwatDRAFT_4591	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4C5E8	CwatDRAFT_4547	located_in	GO:0016021	integral component of membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011547	165597	InterPro		C
UniProtKB	Q4C5E8	CwatDRAFT_4547	involved_in	GO:0008272	sulfate transport	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011547	165597	InterPro		P
UniProtKB	Q4C5E8	CwatDRAFT_4547	enables	GO:0015116	sulfate transmembrane transporter activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011547	165597	InterPro		F
UniProtKB	Q4C5E8	CwatDRAFT_4547	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4C5E8	CwatDRAFT_4547	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4C5E8	CwatDRAFT_4547	involved_in	GO:1902358	sulfate transmembrane transport	ECO:0000366	IEA	GO_REF:0000108	GO:0015116	165597	GOC		P
UniProtKB	Q4C5E9	CwatDRAFT_4593	enables	GO:0008408	3'-5' exonuclease activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR022634|InterPro:IPR022635|InterPro:IPR022637	165597	InterPro		F
UniProtKB	Q4C5E9	CwatDRAFT_4593	involved_in	GO:0006260	DNA replication	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001001|InterPro:IPR022634|InterPro:IPR022635|InterPro:IPR022637	165597	InterPro		P
UniProtKB	Q4C5E9	CwatDRAFT_4593	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001001|InterPro:IPR022634|InterPro:IPR022635	165597	InterPro		F
UniProtKB	Q4C5E9	CwatDRAFT_4593	part_of	GO:0009360	DNA polymerase III complex	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001001|InterPro:IPR022634|InterPro:IPR022635|InterPro:IPR022637	165597	InterPro		C
UniProtKB	Q4C5E9	CwatDRAFT_4593	enables	GO:0003887	DNA-directed DNA polymerase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR022634|InterPro:IPR022635|InterPro:IPR022637	165597	InterPro		F
UniProtKB	Q4C5E9	CwatDRAFT_4593	located_in	GO:0005737	cytoplasm	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	165597	UniProt		C
UniProtKB	Q4C5E9	CwatDRAFT_4593	enables	GO:0016740	transferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	165597	UniProt		F
UniProtKB	Q4C5E9	CwatDRAFT_4593	enables	GO:0016779	nucleotidyltransferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0548	165597	UniProt		F
UniProtKB	Q4C5E9	CwatDRAFT_4593	enables	GO:0003677	DNA binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0238	165597	UniProt		F
UniProtKB	Q4C5E9	CwatDRAFT_4593	enables	GO:0003887	DNA-directed DNA polymerase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0239	165597	UniProt		F
UniProtKB	Q4C5E9	CwatDRAFT_4593	involved_in	GO:0006260	DNA replication	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0235	165597	UniProt		P
UniProtKB	Q4C5E9	CwatDRAFT_4593	located_in	GO:0005737	cytoplasm	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	165597	UniProt		C
UniProtKB	Q4C5E9	CwatDRAFT_4593	located_in	GO:0005737	cytoplasm	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000017401	165597	UniProt		C
UniProtKB	Q4C5E9	CwatDRAFT_4593	involved_in	GO:0006260	DNA replication	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000017401	165597	UniProt		P
UniProtKB	Q4C5E9	CwatDRAFT_4593	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000017401	165597	UniProt		F
UniProtKB	Q4C5E9	CwatDRAFT_4593	enables	GO:0003887	DNA-directed DNA polymerase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000017401	165597	UniProt		F
UniProtKB	Q4C5E9	CwatDRAFT_4593	involved_in	GO:0071897	DNA biosynthetic process	ECO:0000366	IEA	GO_REF:0000108	GO:0003887	165597	GOC		P
UniProtKB	Q4C5E9	CwatDRAFT_4593	involved_in	GO:0071897	DNA biosynthetic process	ECO:0000366	IEA	GO_REF:0000108	GO:0003887	165597	GOC		P
UniProtKB	Q4C5E9	CwatDRAFT_4593	involved_in	GO:0071897	DNA biosynthetic process	ECO:0000366	IEA	GO_REF:0000108	GO:0003887	165597	GOC		P
UniProtKB	Q4C5E9	CwatDRAFT_4593	involved_in	GO:0090305	nucleic acid phosphodiester bond hydrolysis	ECO:0000366	IEA	GO_REF:0000108	GO:0008408	165597	GOC		P
UniProtKB	Q4C5F1	CwatDRAFT_4595	involved_in	GO:0009987	cellular process	ECO:0000501	IEA	GO_REF:0000117	ARBA:ARBA00024875	165597	UniProt		P
UniProtKB	Q4C5F2	bioD	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004472	165597	InterPro		F
UniProtKB	Q4C5F2	bioD	involved_in	GO:0009102	biotin biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004472	165597	InterPro		P
UniProtKB	Q4C5F2	bioD	enables	GO:0004141	dethiobiotin synthase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004472	165597	InterPro		F
UniProtKB	Q4C5F2	bioD	enables	GO:0000287	magnesium ion binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004472	165597	InterPro		F
UniProtKB	Q4C5F2	bioD	enables	GO:0005524	ATP binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0067	165597	UniProt		F
UniProtKB	Q4C5F2	bioD	located_in	GO:0005737	cytoplasm	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	165597	UniProt		C
UniProtKB	Q4C5F2	bioD	involved_in	GO:0009102	biotin biosynthetic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0093	165597	UniProt		P
UniProtKB	Q4C5F2	bioD	enables	GO:0000166	nucleotide binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0547	165597	UniProt		F
UniProtKB	Q4C5F2	bioD	enables	GO:0016874	ligase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0436	165597	UniProt		F
UniProtKB	Q4C5F2	bioD	enables	GO:0046872	metal ion binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	165597	UniProt		F
UniProtKB	Q4C5F2	bioD	enables	GO:0004141	dethiobiotin synthase activity	ECO:0000501	IEA	GO_REF:0000003	EC:6.3.3.3	165597	UniProt		F
UniProtKB	Q4C5F2	bioD	located_in	GO:0005737	cytoplasm	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	165597	UniProt		C
UniProtKB	Q4C5F2	bioD	enables	GO:0004141	dethiobiotin synthase activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:15805	165597	RHEA		F
UniProtKB	Q4C5F2	bioD	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000084077	165597	UniProt		F
